Numero Riga,Data di Riferimento,Quotazione,Convenzione di Cambio
1566,1986-02-26,1527.000,Quantita' di Lire per 1 unita' di valuta estera
1567,1986-02-27,1503.750,Quantita' di Lire per 1 unita' di valuta estera
1568,1986-02-28,1510.450,Quantita' di Lire per 1 unita' di valuta estera
1569,1986-03-03,1511.400,Quantita' di Lire per 1 unita' di valuta estera
1570,1986-03-04,1502.500,Quantita' di Lire per 1 unita' di valuta estera
1571,1986-03-05,1511.550,Quantita' di Lire per 1 unita' di valuta estera
1572,1986-03-06,1527.250,Quantita' di Lire per 1 unita' di valuta estera
1573,1986-03-07,1525.000,Quantita' di Lire per 1 unita' di valuta estera
1574,1986-03-10,1544.150,Quantita' di Lire per 1 unita' di valuta estera
1575,1986-03-11,1545.600,Quantita' di Lire per 1 unita' di valuta estera
1576,1986-03-12,1541.725,Quantita' di Lire per 1 unita' di valuta estera
1577,1986-03-13,1551.625,Quantita' di Lire per 1 unita' di valuta estera
1578,1986-03-14,1538.000,Quantita' di Lire per 1 unita' di valuta estera
1579,1986-03-17,1527.375,Quantita' di Lire per 1 unita' di valuta estera
1580,1986-03-18,1529.250,Quantita' di Lire per 1 unita' di valuta estera
1581,1986-03-19,1538.275,Quantita' di Lire per 1 unita' di valuta estera
1582,1986-03-20,1531.250,Quantita' di Lire per 1 unita' di valuta estera
1583,1986-03-21,1532.505,Quantita' di Lire per 1 unita' di valuta estera
1584,1986-03-24,1556.000,Quantita' di Lire per 1 unita' di valuta estera
1585,1986-03-25,1576.275,Quantita' di Lire per 1 unita' di valuta estera
1586,1986-03-26,1599.250,Quantita' di Lire per 1 unita' di valuta estera
1587,1986-03-27,1576.150,Quantita' di Lire per 1 unita' di valuta estera
1588,1986-03-28,1580.750,Quantita' di Lire per 1 unita' di valuta estera
1589,1986-04-01,1587.750,Quantita' di Lire per 1 unita' di valuta estera
1590,1986-04-02,1608.400,Quantita' di Lire per 1 unita' di valuta estera
1591,1986-04-03,1620.000,Quantita' di Lire per 1 unita' di valuta estera
1592,1986-04-04,1620.000,Quantita' di Lire per 1 unita' di valuta estera
1593,1986-04-07,1645.450,Quantita' di Lire per 1 unita' di valuta estera
1594,1986-04-08,1607.650,Quantita' di Lire per 1 unita' di valuta estera
1595,1986-04-09,1596.325,Quantita' di Lire per 1 unita' di valuta estera
1596,1986-04-10,1599.000,Quantita' di Lire per 1 unita' di valuta estera
1597,1986-04-11,1580.500,Quantita' di Lire per 1 unita' di valuta estera
1598,1986-04-14,1586.125,Quantita' di Lire per 1 unita' di valuta estera
1599,1986-04-15,1596.375,Quantita' di Lire per 1 unita' di valuta estera
1600,1986-04-16,1553.500,Quantita' di Lire per 1 unita' di valuta estera
1601,1986-04-17,1532.750,Quantita' di Lire per 1 unita' di valuta estera
1602,1986-04-18,1524.000,Quantita' di Lire per 1 unita' di valuta estera
1603,1986-04-21,1513.375,Quantita' di Lire per 1 unita' di valuta estera
1604,1986-04-22,1500.500,Quantita' di Lire per 1 unita' di valuta estera
1605,1986-04-23,1496.850,Quantita' di Lire per 1 unita' di valuta estera
1606,1986-04-24,1503.700,Quantita' di Lire per 1 unita' di valuta estera
1607,1986-04-28,1491.125,Quantita' di Lire per 1 unita' di valuta estera
1608,1986-04-29,1492.800,Quantita' di Lire per 1 unita' di valuta estera
1609,1986-04-30,1501.000,Quantita' di Lire per 1 unita' di valuta estera
1610,1986-05-02,1514.275,Quantita' di Lire per 1 unita' di valuta estera
1611,1986-05-05,1499.850,Quantita' di Lire per 1 unita' di valuta estera
1612,1986-05-06,1523.650,Quantita' di Lire per 1 unita' di valuta estera
1613,1986-05-07,1513.750,Quantita' di Lire per 1 unita' di valuta estera
1614,1986-05-08,1494.000,Quantita' di Lire per 1 unita' di valuta estera
1615,1986-05-09,1497.250,Quantita' di Lire per 1 unita' di valuta estera
1616,1986-05-12,1490.575,Quantita' di Lire per 1 unita' di valuta estera
1617,1986-05-13,1493.450,Quantita' di Lire per 1 unita' di valuta estera
1618,1986-05-14,1505.075,Quantita' di Lire per 1 unita' di valuta estera
1619,1986-05-15,1501.875,Quantita' di Lire per 1 unita' di valuta estera
1620,1986-05-16,1517.775,Quantita' di Lire per 1 unita' di valuta estera
1621,1986-05-19,1527.125,Quantita' di Lire per 1 unita' di valuta estera
1622,1986-05-20,1523.000,Quantita' di Lire per 1 unita' di valuta estera
1623,1986-05-21,1541.700,Quantita' di Lire per 1 unita' di valuta estera
1624,1986-05-22,1552.900,Quantita' di Lire per 1 unita' di valuta estera
1625,1986-05-23,1560.075,Quantita' di Lire per 1 unita' di valuta estera
1626,1986-05-26,1564.500,Quantita' di Lire per 1 unita' di valuta estera
1627,1986-05-27,1571.750,Quantita' di Lire per 1 unita' di valuta estera
1628,1986-05-28,1558.950,Quantita' di Lire per 1 unita' di valuta estera
1629,1986-05-29,1566.350,Quantita' di Lire per 1 unita' di valuta estera
1630,1986-05-30,1584.800,Quantita' di Lire per 1 unita' di valuta estera
1631,1986-06-03,1568.700,Quantita' di Lire per 1 unita' di valuta estera
1632,1986-06-04,1554.250,Quantita' di Lire per 1 unita' di valuta estera
1633,1986-06-05,1546.825,Quantita' di Lire per 1 unita' di valuta estera
1634,1986-06-06,1532.875,Quantita' di Lire per 1 unita' di valuta estera
1635,1986-06-09,1536.825,Quantita' di Lire per 1 unita' di valuta estera
1636,1986-06-10,1531.900,Quantita' di Lire per 1 unita' di valuta estera
1637,1986-06-11,1517.000,Quantita' di Lire per 1 unita' di valuta estera
1638,1986-06-12,1521.125,Quantita' di Lire per 1 unita' di valuta estera
1639,1986-06-13,1525.900,Quantita' di Lire per 1 unita' di valuta estera
1640,1986-06-16,1508.150,Quantita' di Lire per 1 unita' di valuta estera
1641,1986-06-17,1525.725,Quantita' di Lire per 1 unita' di valuta estera
1642,1986-06-18,1528.325,Quantita' di Lire per 1 unita' di valuta estera
1643,1986-06-19,1530.050,Quantita' di Lire per 1 unita' di valuta estera
1644,1986-06-20,1539.050,Quantita' di Lire per 1 unita' di valuta estera
1645,1986-06-23,1555.125,Quantita' di Lire per 1 unita' di valuta estera
1646,1986-06-24,1529.490,Quantita' di Lire per 1 unita' di valuta estera
1647,1986-06-25,1522.850,Quantita' di Lire per 1 unita' di valuta estera
1648,1986-06-26,1523.500,Quantita' di Lire per 1 unita' di valuta estera
1649,1986-06-27,1521.825,Quantita' di Lire per 1 unita' di valuta estera
1650,1986-06-30,1510.950,Quantita' di Lire per 1 unita' di valuta estera
1651,1986-07-01,1500.125,Quantita' di Lire per 1 unita' di valuta estera
1652,1986-07-02,1500.225,Quantita' di Lire per 1 unita' di valuta estera
1653,1986-07-03,1490.275,Quantita' di Lire per 1 unita' di valuta estera
1654,1986-07-04,1491.750,Quantita' di Lire per 1 unita' di valuta estera
1655,1986-07-07,1489.525,Quantita' di Lire per 1 unita' di valuta estera
1656,1986-07-08,1491.500,Quantita' di Lire per 1 unita' di valuta estera
1657,1986-07-09,1495.100,Quantita' di Lire per 1 unita' di valuta estera
1658,1986-07-10,1493.000,Quantita' di Lire per 1 unita' di valuta estera
1659,1986-07-11,1497.575,Quantita' di Lire per 1 unita' di valuta estera
1660,1986-07-14,1503.750,Quantita' di Lire per 1 unita' di valuta estera
1661,1986-07-15,1483.500,Quantita' di Lire per 1 unita' di valuta estera
1662,1986-07-16,1478.000,Quantita' di Lire per 1 unita' di valuta estera
1663,1986-07-17,1476.325,Quantita' di Lire per 1 unita' di valuta estera
1664,1986-07-18,1476.825,Quantita' di Lire per 1 unita' di valuta estera
1665,1986-07-21,1462.025,Quantita' di Lire per 1 unita' di valuta estera
1666,1986-07-22,1459.650,Quantita' di Lire per 1 unita' di valuta estera
1667,1986-07-23,1460.400,Quantita' di Lire per 1 unita' di valuta estera
1668,1986-07-24,1461.875,Quantita' di Lire per 1 unita' di valuta estera
1669,1986-07-25,1475.125,Quantita' di Lire per 1 unita' di valuta estera
1670,1986-07-28,1467.125,Quantita' di Lire per 1 unita' di valuta estera
1671,1986-07-29,1454.125,Quantita' di Lire per 1 unita' di valuta estera
1672,1986-07-30,1455.850,Quantita' di Lire per 1 unita' di valuta estera
1673,1986-07-31,1439.125,Quantita' di Lire per 1 unita' di valuta estera
1674,1986-08-01,1430.200,Quantita' di Lire per 1 unita' di valuta estera
1675,1986-08-04,1429.775,Quantita' di Lire per 1 unita' di valuta estera
1676,1986-08-05,1444.100,Quantita' di Lire per 1 unita' di valuta estera
1677,1986-08-06,1432.960,Quantita' di Lire per 1 unita' di valuta estera
1678,1986-08-07,1422.900,Quantita' di Lire per 1 unita' di valuta estera
1679,1986-08-08,1426.400,Quantita' di Lire per 1 unita' di valuta estera
1680,1986-08-11,1415.150,Quantita' di Lire per 1 unita' di valuta estera
1681,1986-08-12,1425.550,Quantita' di Lire per 1 unita' di valuta estera
1682,1986-08-13,1424.200,Quantita' di Lire per 1 unita' di valuta estera
1683,1986-08-14,1417.875,Quantita' di Lire per 1 unita' di valuta estera
1684,1986-08-18,1419.925,Quantita' di Lire per 1 unita' di valuta estera
1685,1986-08-19,1425.150,Quantita' di Lire per 1 unita' di valuta estera
1686,1986-08-20,1412.975,Quantita' di Lire per 1 unita' di valuta estera
1687,1986-08-21,1416.500,Quantita' di Lire per 1 unita' di valuta estera
1688,1986-08-22,1407.000,Quantita' di Lire per 1 unita' di valuta estera
1689,1986-08-25,1407.275,Quantita' di Lire per 1 unita' di valuta estera
1690,1986-08-26,1409.505,Quantita' di Lire per 1 unita' di valuta estera
1691,1986-08-27,1420.225,Quantita' di Lire per 1 unita' di valuta estera
1692,1986-08-28,1412.750,Quantita' di Lire per 1 unita' di valuta estera
1693,1986-08-29,1415.200,Quantita' di Lire per 1 unita' di valuta estera
1694,1986-09-01,1400.100,Quantita' di Lire per 1 unita' di valuta estera
1695,1986-09-02,1399.725,Quantita' di Lire per 1 unita' di valuta estera
1696,1986-09-03,1405.075,Quantita' di Lire per 1 unita' di valuta estera
1697,1986-09-04,1398.625,Quantita' di Lire per 1 unita' di valuta estera
1698,1986-09-05,1401.500,Quantita' di Lire per 1 unita' di valuta estera
1699,1986-09-08,1423.125,Quantita' di Lire per 1 unita' di valuta estera
1700,1986-09-09,1423.600,Quantita' di Lire per 1 unita' di valuta estera
1701,1986-09-10,1421.400,Quantita' di Lire per 1 unita' di valuta estera
1702,1986-09-11,1426.375,Quantita' di Lire per 1 unita' di valuta estera
1703,1986-09-12,1433.075,Quantita' di Lire per 1 unita' di valuta estera
1704,1986-09-15,1411.250,Quantita' di Lire per 1 unita' di valuta estera
1705,1986-09-16,1414.625,Quantita' di Lire per 1 unita' di valuta estera
1706,1986-09-17,1406.100,Quantita' di Lire per 1 unita' di valuta estera
1707,1986-09-18,1388.225,Quantita' di Lire per 1 unita' di valuta estera
1708,1986-09-19,1379.550,Quantita' di Lire per 1 unita' di valuta estera
1709,1986-09-22,1400.425,Quantita' di Lire per 1 unita' di valuta estera
1710,1986-09-23,1413.000,Quantita' di Lire per 1 unita' di valuta estera
1711,1986-09-24,1410.675,Quantita' di Lire per 1 unita' di valuta estera
1712,1986-09-25,1416.430,Quantita' di Lire per 1 unita' di valuta estera
1713,1986-09-26,1411.600,Quantita' di Lire per 1 unita' di valuta estera
1714,1986-09-29,1400.950,Quantita' di Lire per 1 unita' di valuta estera
1715,1986-09-30,1395.500,Quantita' di Lire per 1 unita' di valuta estera
1716,1986-10-01,1402.000,Quantita' di Lire per 1 unita' di valuta estera
1717,1986-10-02,1398.750,Quantita' di Lire per 1 unita' di valuta estera
1718,1986-10-03,1388.750,Quantita' di Lire per 1 unita' di valuta estera
1719,1986-10-06,1379.375,Quantita' di Lire per 1 unita' di valuta estera
1720,1986-10-07,1390.675,Quantita' di Lire per 1 unita' di valuta estera
1721,1986-10-08,1385.250,Quantita' di Lire per 1 unita' di valuta estera
1722,1986-10-09,1383.100,Quantita' di Lire per 1 unita' di valuta estera
1723,1986-10-10,1383.750,Quantita' di Lire per 1 unita' di valuta estera
1724,1986-10-13,1370.750,Quantita' di Lire per 1 unita' di valuta estera
1725,1986-10-14,1370.625,Quantita' di Lire per 1 unita' di valuta estera
1726,1986-10-15,1369.150,Quantita' di Lire per 1 unita' di valuta estera
1727,1986-10-16,1365.750,Quantita' di Lire per 1 unita' di valuta estera
1728,1986-10-17,1366.250,Quantita' di Lire per 1 unita' di valuta estera
1729,1986-10-20,1370.470,Quantita' di Lire per 1 unita' di valuta estera
1730,1986-10-21,1379.835,Quantita' di Lire per 1 unita' di valuta estera
1731,1986-10-22,1371.750,Quantita' di Lire per 1 unita' di valuta estera
1732,1986-10-23,1378.350,Quantita' di Lire per 1 unita' di valuta estera
1733,1986-10-24,1399.525,Quantita' di Lire per 1 unita' di valuta estera
1734,1986-10-27,1409.550,Quantita' di Lire per 1 unita' di valuta estera
1735,1986-10-28,1404.875,Quantita' di Lire per 1 unita' di valuta estera
1736,1986-10-29,1401.325,Quantita' di Lire per 1 unita' di valuta estera
1737,1986-10-30,1395.475,Quantita' di Lire per 1 unita' di valuta estera
1738,1986-10-31,1427.500,Quantita' di Lire per 1 unita' di valuta estera
1739,1986-11-03,1432.275,Quantita' di Lire per 1 unita' di valuta estera
1740,1986-11-04,1422.000,Quantita' di Lire per 1 unita' di valuta estera
1741,1986-11-05,1427.025,Quantita' di Lire per 1 unita' di valuta estera
1742,1986-11-06,1429.305,Quantita' di Lire per 1 unita' di valuta estera
1743,1986-11-07,1426.875,Quantita' di Lire per 1 unita' di valuta estera
1744,1986-11-10,1415.150,Quantita' di Lire per 1 unita' di valuta estera
1745,1986-11-11,1406.000,Quantita' di Lire per 1 unita' di valuta estera
1746,1986-11-12,1401.025,Quantita' di Lire per 1 unita' di valuta estera
1747,1986-11-13,1399.500,Quantita' di Lire per 1 unita' di valuta estera
1748,1986-11-14,1393.350,Quantita' di Lire per 1 unita' di valuta estera
1749,1986-11-17,1392.000,Quantita' di Lire per 1 unita' di valuta estera
1750,1986-11-18,1398.150,Quantita' di Lire per 1 unita' di valuta estera
1751,1986-11-19,1394.450,Quantita' di Lire per 1 unita' di valuta estera
1752,1986-11-20,1389.900,Quantita' di Lire per 1 unita' di valuta estera
1753,1986-11-21,1395.425,Quantita' di Lire per 1 unita' di valuta estera
1754,1986-11-24,1401.125,Quantita' di Lire per 1 unita' di valuta estera
1755,1986-11-25,1391.575,Quantita' di Lire per 1 unita' di valuta estera
1756,1986-11-26,1377.750,Quantita' di Lire per 1 unita' di valuta estera
1757,1986-11-27,1378.900,Quantita' di Lire per 1 unita' di valuta estera
1758,1986-11-28,1370.275,Quantita' di Lire per 1 unita' di valuta estera
1759,1986-12-01,1359.950,Quantita' di Lire per 1 unita' di valuta estera
1760,1986-12-02,1370.350,Quantita' di Lire per 1 unita' di valuta estera
1761,1986-12-03,1373.325,Quantita' di Lire per 1 unita' di valuta estera
1762,1986-12-04,1372.000,Quantita' di Lire per 1 unita' di valuta estera
1763,1986-12-05,1383.600,Quantita' di Lire per 1 unita' di valuta estera
1764,1986-12-09,1393.750,Quantita' di Lire per 1 unita' di valuta estera
1765,1986-12-10,1399.100,Quantita' di Lire per 1 unita' di valuta estera
1766,1986-12-11,1393.950,Quantita' di Lire per 1 unita' di valuta estera
1767,1986-12-12,1402.675,Quantita' di Lire per 1 unita' di valuta estera
1768,1986-12-15,1396.250,Quantita' di Lire per 1 unita' di valuta estera
1769,1986-12-16,1401.450,Quantita' di Lire per 1 unita' di valuta estera
1770,1986-12-17,1397.775,Quantita' di Lire per 1 unita' di valuta estera
1771,1986-12-18,1395.000,Quantita' di Lire per 1 unita' di valuta estera
1772,1986-12-19,1391.750,Quantita' di Lire per 1 unita' di valuta estera
1773,1986-12-22,1377.800,Quantita' di Lire per 1 unita' di valuta estera
1774,1986-12-23,1367.875,Quantita' di Lire per 1 unita' di valuta estera
1775,1986-12-24,1365.250,Quantita' di Lire per 1 unita' di valuta estera
1776,1986-12-29,1354.000,Quantita' di Lire per 1 unita' di valuta estera
1777,1986-12-30,1358.125,Quantita' di Lire per 1 unita' di valuta estera
1778,1986-12-31,1351.100,Quantita' di Lire per 1 unita' di valuta estera
1779,1987-01-02,1336.950,Quantita' di Lire per 1 unita' di valuta estera
1780,1987-01-05,1341.050,Quantita' di Lire per 1 unita' di valuta estera
1781,1987-01-07,1350.100,Quantita' di Lire per 1 unita' di valuta estera
1782,1987-01-08,1364.200,Quantita' di Lire per 1 unita' di valuta estera
1783,1987-01-09,1360.050,Quantita' di Lire per 1 unita' di valuta estera
1784,1987-01-12,1349.800,Quantita' di Lire per 1 unita' di valuta estera
1785,1987-01-13,1335.250,Quantita' di Lire per 1 unita' di valuta estera
1786,1987-01-14,1325.075,Quantita' di Lire per 1 unita' di valuta estera
1787,1987-01-15,1303.850,Quantita' di Lire per 1 unita' di valuta estera
1788,1987-01-16,1314.900,Quantita' di Lire per 1 unita' di valuta estera
1789,1987-01-19,1290.925,Quantita' di Lire per 1 unita' di valuta estera
1790,1987-01-20,1305.800,Quantita' di Lire per 1 unita' di valuta estera
1791,1987-01-21,1317.000,Quantita' di Lire per 1 unita' di valuta estera
1792,1987-01-22,1297.225,Quantita' di Lire per 1 unita' di valuta estera
1793,1987-01-23,1292.525,Quantita' di Lire per 1 unita' di valuta estera
1794,1987-01-26,1294.125,Quantita' di Lire per 1 unita' di valuta estera
1795,1987-01-27,1295.000,Quantita' di Lire per 1 unita' di valuta estera
1796,1987-01-28,1261.975,Quantita' di Lire per 1 unita' di valuta estera
1797,1987-01-29,1270.300,Quantita' di Lire per 1 unita' di valuta estera
1798,1987-01-30,1288.375,Quantita' di Lire per 1 unita' di valuta estera
1799,1987-02-02,1294.825,Quantita' di Lire per 1 unita' di valuta estera
1800,1987-02-03,1277.950,Quantita' di Lire per 1 unita' di valuta estera
1801,1987-02-04,1290.850,Quantita' di Lire per 1 unita' di valuta estera
1802,1987-02-05,1304.725,Quantita' di Lire per 1 unita' di valuta estera
1803,1987-02-06,1320.150,Quantita' di Lire per 1 unita' di valuta estera
1804,1987-02-09,1321.625,Quantita' di Lire per 1 unita' di valuta estera
1805,1987-02-10,1291.980,Quantita' di Lire per 1 unita' di valuta estera
1806,1987-02-11,1292.550,Quantita' di Lire per 1 unita' di valuta estera
1807,1987-02-12,1292.550,Quantita' di Lire per 1 unita' di valuta estera
1808,1987-02-13,1305.250,Quantita' di Lire per 1 unita' di valuta estera
1809,1987-02-16,1290.600,Quantita' di Lire per 1 unita' di valuta estera
1810,1987-02-17,1289.815,Quantita' di Lire per 1 unita' di valuta estera
1811,1987-02-18,1300.300,Quantita' di Lire per 1 unita' di valuta estera
1812,1987-02-19,1313.625,Quantita' di Lire per 1 unita' di valuta estera
1813,1987-02-20,1302.700,Quantita' di Lire per 1 unita' di valuta estera
1814,1987-02-23,1299.750,Quantita' di Lire per 1 unita' di valuta estera
1815,1987-02-24,1307.625,Quantita' di Lire per 1 unita' di valuta estera
